URLIn,httpStatus,URLOut,Content-Disposition,Content-Type
https://dspace.library.uu.nl/bitstream/1874/88/25/ack.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/88/ack.pdf;jsessionid=2846E997F1881E17B7E225DF3126BDD9?sequence=25,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/2/full.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/full.pdf;jsessionid=46C141DB1CF9A596D716D7CE80BE0F7A?sequence=2,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/4/hendriks.jpg,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/hendriks.jpg;jsessionid=F5DDD0BADC8FFAD049AD94D5D15EDB03?sequence=4,n/a,image/jpeg;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/5/bibl.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/bibl.pdf;jsessionid=B22A8DBBCA0CA40199B554CA8DB86DE9?sequence=5,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/6/c1.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/c1.pdf;jsessionid=FF67DC30F42C4256D56B0CB50CD37B88?sequence=6,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/7/c2.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/c2.pdf;jsessionid=BB2A2918FC9759B383E1C5E6CB1F97EC?sequence=7,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/8/c3.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/c3.pdf;jsessionid=7E939980DA53DA1246A3EE0D2BE3C361?sequence=8,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/9/contents.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/contents.pdf;jsessionid=70B7EFA0E437E308ED2DBC1AEF91AC74?sequence=9,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/10/cv.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/cv.pdf;jsessionid=948680CADF7229E0211BA090201417AF?sequence=10,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/11/ack.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/ack.pdf;jsessionid=8295478638BFD988DD3CEEAA9CC7A63A?sequence=11,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/12/inhoud.htm,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/inhoud.htm;jsessionid=491DAD5B58C09AD785675449C9E66711?sequence=12,n/a,text/html;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/13/pref.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/pref.pdf;jsessionid=4BFF3AFA27BBE22BF9140BB922E877A0?sequence=13,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/14/sam.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/sam.pdf;jsessionid=BBF239283E4AA5457C20085C54685781?sequence=14,n/a,application/pdf;charset=ISO-8859-1
http://dspace.library.uu.nl/bitstream/1874/89/15/title.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/89/title.pdf;jsessionid=84F5691728CBB447964BB84BA3E2F3DC?sequence=15,n/a,application/pdf;charset=ISO-8859-1
https://dspace.library.uu.nl/bitstream/1874/90/1/abstract.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/90/abstract.pdf;jsessionid=AC2F09C442571418F390140AD73849EE?sequence=1,n/a,application/pdf;charset=ISO-8859-1
https://dspace.library.uu.nl/bitstream/1874/90/2/full.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/90/full.pdf;jsessionid=9B4B5957BF1EE4CD11BD242216AF4158?sequence=2,n/a,application/pdf;charset=ISO-8859-1
https://dspace.library.uu.nl/bitstream/1874/90/5/index.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/90/index.pdf;jsessionid=D3DD640CE467BE8561559A91A74EB845?sequence=5,n/a,application/pdf;charset=ISO-8859-1
https://dspace.library.uu.nl/bitstream/1874/90/6/cv.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/90/cv.pdf;jsessionid=600D9613EA01882699A2CAB3F3EE9BF5?sequence=6,n/a,application/pdf;charset=ISO-8859-1
https://dspace.library.uu.nl/bitstream/1874/90/7/contents.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/90/contents.pdf;jsessionid=9E762593273AB19D7798976FDEC42E39?sequence=7,n/a,application/pdf;charset=ISO-8859-1
https://dspace.library.uu.nl/bitstream/1874/90/8/c8.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/90/c8.pdf;jsessionid=095CD7B82C9F72519DC6DECBA438A74A?sequence=8,n/a,application/pdf;charset=ISO-8859-1
https://dspace.library.uu.nl/bitstream/1874/90/9/c7.pdf,200,https://dspace.library.uu.nl/bitstream/handle/1874/90/c7.pdf;jsessionid=07185C67B0803C436F60D29ECD21A13F?sequence=9,n/a,application/pdf;charset=ISO-8859-1
